id,category
343,4
344,3
345,5
346,4
347,3
348,5
349,4
350,1
351,2
352,4
353,3
354,5
355,6
356,3
357,1
358,6
359,1
360,4
361,2
362,2
363,3
364,6
365,2
366,1
367,1
368,1
369,6
370,1
371,5
372,5
373,2
374,1
375,3
376,4
377,3
378,4
379,6
380,3
381,4
382,6
383,3
384,5
385,4
386,3
387,1
388,2
389,6
390,6
391,1
392,4
393,4
394,5
395,5
396,1
397,6
398,5
399,4
400,6
401,4
402,1
403,3
404,6
405,1
406,2
407,2
408,4
409,3
410,6
411,3
412,6
413,4
414,5
415,6
416,6
417,3
418,2
419,4
420,6
421,4
422,5
423,1
424,5
425,4
426,5
427,1
428,6
429,4
430,3
431,2
432,5
433,6
434,1
435,6
436,1
437,5
438,5
439,2
440,1
441,1
442,3
443,1
444,2
445,4
446,5
447,5
448,5
449,5
450,5
451,2
452,3
453,2
454,2
455,6
456,4
457,4
458,1
459,6
460,6
461,4
462,6
463,1
464,2
465,6
466,2
467,3
468,6
469,4
470,4
471,3
472,4
473,6
474,2
475,3
476,5
477,3
478,1
479,5
480,5
481,5
482,3
483,4
484,6
485,2
486,2
487,3
488,4
489,2
490,3
491,1
492,2
493,3
494,6
495,3
496,3
497,3
498,5
499,2
500,3
501,1
502,1
503,3
504,4
505,4
506,3
507,6
508,6
509,4
510,4
511,5
512,3
513,4
514,4
515,2
516,2
517,3
518,5
519,4
520,3
521,5
522,5
523,4
524,6
525,5
526,6
527,5
528,1
529,6
530,6
531,1
532,2
533,1
534,2
535,6
536,4
537,5
538,2
539,1
540,5
541,6
542,1
543,1
544,3
545,2
546,2
547,2
548,2
549,1
550,1
551,4
552,6
553,1
554,4
555,3
556,3
557,6
558,6
559,3
560,3
561,1
562,6
563,6
564,5
565,5
566,1
567,1
568,6
569,5
570,4
571,2
572,2
573,4
574,2
575,6
576,2
577,4
578,1
579,5
580,2
581,1
582,3
583,5
584,1
585,3
586,6
587,4
588,4
589,6
590,5
591,5
592,4
593,5
594,1
595,3
596,2
597,6
598,6
599,3
600,2
601,2
602,2
603,2
604,3
605,3
606,5
607,1
608,5
609,1
610,3
611,6
612,1
613,4
614,3
615,1
616,1
617,4
618,5
619,1
620,4
621,3
622,4
623,5
624,1
625,4
626,3
627,4
628,6
629,6
630,3
631,5
632,4
633,2
634,5
635,1
636,5
637,2
638,5
639,6
640,1
641,1
642,4
643,3
644,2
645,1
646,3
647,6
648,1
649,6
650,5
651,3
652,1
653,4
654,3
655,3
656,2
657,4
658,2
659,1
660,1
661,5
662,1
663,6
664,6
665,5
666,6
667,5
668,6
669,1
670,5
671,2
672,2
673,1
674,6
675,3
676,6
677,3
678,6
679,1
680,3
681,3
682,6
683,5
684,5
685,1
686,6
687,4
688,4
689,2
690,4
691,5
692,1
693,4
694,6
695,3
696,1
697,5
698,4
699,6
700,2
701,1
702,3
703,2
704,2
705,1
706,5
707,6
708,1
709,1
710,6
711,3
712,3
713,1
714,1
715,3
716,4
717,1
718,6
719,1
720,3
721,5
722,2
723,4
724,6
725,5
726,4
727,3
728,3
729,4
730,3
731,2
732,3
733,6
734,5
735,1
736,1
737,3
738,3
739,4
740,5
741,1
742,3
743,1
744,4
745,5
746,5
747,4
748,1
749,3
750,3
751,4
752,2
753,4
754,6
755,2
756,3
757,2
758,3
759,6
760,2
761,5
762,2
763,2
764,4
765,1
766,3
767,6
768,5
769,5
770,2
771,3
772,5
773,1
774,1
775,6
776,4
777,4
778,5
779,4
780,5
781,3
782,6
783,2
784,4
785,5
786,1
787,6
788,4
789,5
790,5
791,5
792,4
793,5
794,3
795,5
796,1
797,5
798,1
799,4
800,1
801,4
802,2
803,2
804,5
805,1
806,6
807,3
808,5
809,3
810,3
811,6
812,5
813,1
814,1
815,4
816,3
817,4
818,4
819,3
820,3
821,4
822,4
823,3
824,2
825,2
826,3
827,1
828,2
829,4
830,6
831,5
832,4
833,6
834,5
835,1
836,3
837,5
838,6
839,6
840,2
841,2
842,5
843,3
844,1
845,6
846,6
847,5
848,6
849,2
850,1
851,4
852,4
853,6
854,1
855,2
856,2
857,6
858,2
859,6
860,6
861,1
862,4
863,3
864,2
865,4
866,2
867,5
868,4
869,4
870,3
871,6
872,1
873,4
874,4
875,3
876,4
877,2
878,5
879,2
880,2
881,1
882,5
883,4
884,1
885,4
886,4
887,2
888,5
889,3
890,6
891,1
892,6
893,3
894,6
895,4
896,1
897,3
898,3
899,6
900,3
901,3
902,1
903,3
904,2
905,3
906,6
907,6
908,4
909,4
910,5
911,5
912,1
913,2
914,4
915,4
916,2
917,2
918,5
919,6
920,5
921,3
922,6
923,5
924,1
925,5
926,2
927,6
928,5
929,3
930,3
931,2
932,1
933,2
934,2
935,2
936,6
937,6
938,1
939,4
940,5
941,6
942,5
943,4
944,2
945,3
946,4
947,3
948,1
949,4
950,1
951,1
952,4
953,2
954,4
955,6
956,6
957,3
958,4
959,6
960,6
961,2
962,1
963,1
964,5
965,5
966,6
967,2
968,1
969,6
970,5
971,5
972,4
973,6
974,4
975,5
976,1
977,1
978,2
979,1
980,5
981,3
982,3
983,3
984,3
985,5
986,4
987,6
988,5
989,3
990,1
991,2
992,3
993,3
994,6
995,2
996,5
997,3
998,6
999,6
1000,5
1001,4
1002,1
1003,4
1004,2
1005,3
1006,5
1007,4
1008,4
1009,6
1010,6
1011,5
1012,3
1013,4
1014,1
1015,6
1016,4
1017,6
1018,6
1019,3
1020,5
1021,2
1022,2
1023,3
1024,6
1025,1
1026,1
1027,5
1028,3
1029,6
1030,5
1031,1
1032,6
1033,4
1034,4
1035,1
1036,6
1037,1
1038,3
1039,1
1040,3
1041,6
1042,6
1043,3
1044,1
1045,2
1046,6
1047,1
1048,4
1049,3
1050,6
1051,5
1052,2
1053,6
1054,4
1055,5
1056,3
1057,1
1058,3
1059,1
1060,1
1061,6
1062,5
1063,1
1064,3
1065,4
1066,1
1067,3
1068,6
1069,1
1070,1
1071,2
1072,2
1073,3
1074,5
1075,4
1076,2
1077,6
1078,3
1079,5
1080,5
1081,6
1082,4
1083,6
1084,2
1085,3
1086,4
1087,2
1088,4
1089,4
1090,1
1091,6
1092,1
1093,3
1094,4
1095,3
1096,3
1097,2
1098,6
1099,5
1100,5
1101,3
1102,6
1103,4
1104,2
1105,1
1106,5
1107,1
1108,2
1109,3
1110,5
1111,6
1112,1
1113,5
1114,5
1115,6
1116,2
1117,1
1118,6
1119,6
1120,6
1121,1
1122,5
1123,4
1124,6
1125,6
1126,6
1127,4
1128,3
1129,2
1130,4
1131,3
1132,3
1133,6
1134,5
1135,3
1136,5
1137,1
1138,5
1139,2
1140,5
1141,5
1142,5
1143,5
1144,2
1145,4
1146,4
1147,6
1148,6
1149,1
1150,5
1151,1
1152,4
1153,4
1154,3
1155,4
1156,4
1157,4
1158,2
1159,6
1160,5
1161,2
1162,6
1163,2
1164,4
1165,3
1166,3
1167,1
1168,5
1169,1
1170,6
1171,4
1172,4
1173,5
1174,3
1175,5
1176,1
1177,5
1178,5
1179,4
1180,5
1181,4
1182,6
1183,4
1184,4
1185,3
1186,6
1187,1
1188,4
1189,2
1190,5
1191,5
1192,2
1193,3
1194,1
1195,4
1196,2
1197,5
1198,4
1199,1
1200,5
1201,1
1202,6
1203,6
1204,4
1205,2
1206,6
1207,4
1208,2
1209,4
1210,6
1211,5
1212,1
1213,2
1214,3
1215,2
1216,3
1217,1
1218,5
1219,6
1220,5
1221,5
1222,1
1223,5
1224,1
1225,5
1226,6
1227,2
1228,3
1229,1
1230,3
1231,4
1232,4
1233,1
1234,3
1235,5
1236,6
1237,1
1238,6
1239,4
1240,2
1241,6
1242,4
1243,5
1244,2
1245,2
1246,2
1247,2
1248,2
1249,2
1250,5
1251,6
1252,4
1253,3
1254,3
1255,6
1256,6
1257,3
1258,3
1259,5
1260,6
1261,5
1262,4
1263,3
1264,6
1265,2
1266,5
1267,3
1268,1
1269,1
1270,6
1271,4
1272,4
1273,5
1274,6
1275,6
1276,2
1277,6
1278,4
1279,3
1280,2
1281,1
1282,5
1283,3
1284,4
1285,3
1286,4
1287,2
1288,3
1289,3
1290,2
1291,6
1292,6
1293,2
1294,6
1295,1
1296,6
1297,2
1298,1
1299,4
1300,1
1301,6
1302,4
1303,1
1304,1
1305,2
1306,6
1307,6
1308,2
1309,1
1310,3
1311,4
1312,1
1313,5
1314,1
1315,5
1316,6
1317,4
1318,4
1319,2
1320,4
1321,5
1322,1
1323,1
1324,3
1325,3
1326,1
1327,4
1328,2
1329,5
1330,2
1331,4
1332,4
1333,3
1334,3
1335,2
1336,3
1337,4
1338,6
1339,1
1340,1
1341,5
1342,5
1343,3
1344,5
1345,5
1346,4
1347,1
1348,2
1349,6
1350,6
1351,3
1352,1
1353,6
1354,6
1355,4
1356,6
1357,5
1358,1
1359,5
1360,6
1361,5
1362,3
1363,3
1364,3
1365,3
1366,3
1367,5
1368,4
1369,4
1370,5
1371,1
1372,5
1373,1
1374,6
1375,2
1376,6
1377,5
1378,3
1379,1
1380,5
1381,3
1382,3
1383,4
1384,3
1385,4
1386,1
1387,2
1388,3
1389,2
1390,4
1391,3
1392,1
1393,1
1394,5
1395,5
1396,3
1397,5
1398,2
1399,3
1400,6
1401,3
1402,5
1403,3
1404,6
1405,3
1406,5
1407,4
1408,1
1409,6
1410,4
1411,2
1412,1
1413,5
1414,3
1415,3
1416,5
1417,3
1418,6
1419,1
1420,6
1421,5
1422,5
1423,5
1424,4
1425,2
1426,1
1427,4
1428,4
1429,4
1430,2
1431,2
1432,4
1433,6
1434,2
1435,5
1436,3
1437,2
1438,3
1439,3
1440,3
1441,2
1442,1
1443,2
1444,2
1445,5
1446,4
1447,5
1448,4
1449,5
1450,4
1451,1
1452,3
1453,4
1454,4
1455,5
1456,1
1457,2
1458,2
1459,4
1460,1
1461,1
1462,4
1463,6
1464,3
1465,3
1466,3
1467,1
1468,4
1469,1
1470,6
1471,1
1472,5
1473,3
1474,1
1475,5
1476,1
1477,2
1478,4
1479,2
1480,5
1481,1
1482,1
1483,6
1484,4
1485,2
1486,5
1487,3
1488,5
1489,1
1490,6
1491,3
1492,5
1493,6
1494,1
1495,5
1496,5
1497,2
1498,1
1499,3
1500,3
1501,3
1502,4
1503,6
1504,4
1505,6
1506,2
1507,4
1508,5
1509,6
1510,4
1511,4
1512,2
1513,6
1514,6
1515,5
1516,1
1517,2
1518,6
1519,3
1520,3
1521,2
1522,1
1523,5
1524,4
1525,2
1526,2
1527,6
1528,5
1529,5
1530,3
1531,5
1532,2
1533,3
1534,5
1535,4
1536,2
1537,5
1538,1
1539,6
1540,1
1541,6
1542,1
1543,1
1544,2
1545,3
1546,1
1547,5
1548,6
1549,4
1550,6
1551,6
1552,3
1553,2
1554,2
1555,3
1556,1
1557,2
1558,3
1559,5
1560,6
1561,2
1562,4
1563,4
1564,6
1565,3
1566,6
1567,6
1568,4
1569,1
1570,2
1571,3
1572,4
1573,1
1574,3
1575,6
1576,2
1577,5
1578,2
1579,4
1580,4
1581,4
1582,4
1583,5
1584,2
1585,4
1586,5
1587,2
1588,2
1589,1
1590,5
1591,4
1592,3
1593,1
1594,1
1595,4
1596,6
1597,5
1598,2
1599,5
1600,2
1601,5
1602,2
1603,1
1604,1
1605,3
1606,4
1607,2
1608,4
1609,4
1610,5
1611,3
1612,5
1613,5
1614,2
1615,1
1616,1
1617,1
1618,3
1619,4
1620,1
1621,3
1622,5
1623,3
1624,1
1625,1
1626,5
1627,4
1628,6
1629,1
1630,1
1631,5
1632,4
1633,2
1634,5
1635,2
1636,4
1637,4
1638,6
1639,6
1640,3
1641,1
1642,5
1643,2
1644,3
1645,6
1646,3
1647,4
1648,3
1649,5
1650,6
1651,4
1652,4
1653,2
1654,2
1655,5
1656,6
1657,3
1658,3
1659,5
1660,4
1661,1
1662,3
1663,5
1664,4
1665,2
1666,5
1667,5
1668,1
1669,6
1670,3
1671,5
1672,2
1673,5
1674,3
1675,3
1676,5
1677,5
1678,6
1679,3
1680,4
1681,2
1682,6
1683,2
1684,6
1685,6
1686,6
1687,3
1688,6
1689,3
1690,2
1691,4
1692,1
1693,3
1694,6
1695,2
1696,6
1697,5
1698,4
1699,3
1700,3
1701,5
1702,5
1703,2
1704,5
1705,4
1706,2
1707,4
1708,5
1709,4
1710,5
1711,3
1712,4
1713,4
1714,3
1715,1
1716,2
1717,2
1718,2
1719,2
1720,3
1721,5
1722,3
1723,2
1724,3
1725,6
1726,1
1727,3
1728,5
1729,3
1730,6
1731,4
1732,5
1733,1
1734,6
1735,6
1736,5
1737,3
1738,4
1739,5
1740,4
1741,5
1742,3
1743,3
1744,1
1745,6
1746,4
1747,2
1748,4
1749,4
1750,3
1751,1
1752,2
1753,5
1754,5
1755,3
1756,5
1757,4
1758,2
1759,3
1760,1
1761,2
1762,1
1763,5
1764,3
1765,6
1766,4
1767,1
1768,2
1769,6
1770,2
1771,5
1772,1
1773,3
1774,6
1775,6
1776,5
1777,3
1778,3
1779,4
1780,6
1781,6
1782,1
1783,2
1784,4
1785,3
1786,6
1787,6
1788,1
1789,2
1790,1
1791,1
1792,1
1793,3
1794,1
1795,2
1796,6
1797,3
1798,2
1799,6
1800,4
1801,6
1802,3
1803,6
1804,6
1805,2
1806,3
1807,4
1808,2
1809,5
1810,3
1811,2
1812,4
1813,5
1814,3
1815,5
1816,5
1817,5
1818,2
1819,3
1820,3
1821,5
1822,4
1823,5
1824,4
1825,6
1826,1
1827,3
1828,1
1829,2
1830,4
1831,5
1832,1
1833,1
1834,5
1835,5
1836,4
1837,3
1838,2
1839,6
1840,5
1841,2
1842,1
1843,3
1844,3
1845,1
1846,5
1847,2
1848,1
1849,4
1850,1
1851,6
1852,3
1853,4
1854,6
1855,3
1856,1
1857,6
1858,4
1859,1
1860,1
1861,2
1862,3
1863,5
1864,3
1865,3
1866,6
1867,4
1868,1
1869,2
1870,3
1871,6
1872,4
1873,3
1874,6
1875,5
1876,4
1877,3
1878,4
1879,6
1880,4
1881,3
1882,1
1883,3
1884,6
1885,4
1886,3
1887,2
1888,3
1889,5
1890,5
1891,5
1892,2
1893,2
1894,4
1895,3
1896,5
1897,5
1898,2
1899,1
1900,1
1901,4
1902,1
1903,5
1904,3
1905,2
1906,2
1907,4
1908,3
1909,2
1910,6
1911,4
1912,5
1913,1
1914,4
1915,6
1916,6
1917,3
1918,5
1919,1
1920,2
1921,4
1922,5
1923,6
1924,4
1925,2
1926,2
1927,2
1928,6
1929,3
1930,6
1931,5
1932,1
1933,6
1934,2
1935,6
1936,1
1937,2
1938,6
1939,5
1940,5
1941,5
1942,1
1943,3
1944,6
1945,1
1946,6
1947,6
1948,1
1949,5
1950,5
1951,6
1952,5
1953,4
1954,1
1955,3
1956,5
1957,2
1958,3
1959,6
1960,4
1961,3
1962,6
1963,5
1964,6
1965,5
1966,2
1967,6
1968,4
1969,1
1970,6
1971,1
1972,5
1973,2
1974,5
1975,3
1976,6
1977,6
1978,1
1979,2
1980,3
1981,1
1982,6
1983,5
1984,4
1985,1
1986,4
1987,5
1988,3
1989,2
1990,6
1991,4
1992,6
1993,2
1994,4
1995,3
1996,2
1997,6
1998,5
1999,6
2000,4
2001,1
2002,1
2003,4
2004,5
2005,2
2006,4
2007,3
2008,6
2009,4
2010,5
2011,2
2012,6
2013,2
2014,4
2015,5
2016,1
2017,6
2018,5
2019,5
2020,4
2021,4
2022,5
2023,2
2024,1
2025,4
2026,1
2027,2
2028,2
2029,4
2030,2
2031,6
2032,3
2033,1
2034,3
2035,6
2036,5
2037,3
2038,2
2039,1
2040,2
2041,4
2042,2
2043,4
2044,3
2045,3
2046,4
2047,4
2048,2
2049,6
2050,2
2051,2
2052,5
2053,2
2054,1
2055,2
2056,3
2057,5
2058,2
2059,2
2060,6
2061,6
2062,6
2063,3
2064,3
2065,5
2066,1
2067,6
2068,3
2069,2
2070,4
2071,5
2072,1
2073,6
2074,4
2075,4
2076,1
2077,3
2078,6
2079,1
2080,5
2081,1
2082,5
2083,3
2084,2
2085,5
2086,5
2087,6
2088,4
2089,5
2090,5
2091,4
2092,1
2093,6
2094,3
2095,6
2096,6
2097,6
2098,1
2099,6
2100,1
2101,6
2102,1
2103,5
2104,2
2105,5
2106,3
2107,1
2108,5
2109,3
2110,6
2111,5
2112,3
2113,2
2114,3
2115,4
2116,5
2117,1
2118,5
2119,6
2120,4
2121,6
2122,2
2123,3
2124,4
2125,2
2126,5
2127,4
2128,1
2129,1
2130,4
2131,6
2132,6
2133,1
2134,4
2135,6
2136,4
2137,1
2138,1
2139,3
2140,2
2141,2
2142,6
2143,5
2144,6
2145,3
2146,6
2147,3
2148,1
2149,2
2150,3
2151,5
2152,2
2153,3
2154,4
2155,1
2156,2
2157,6
2158,1
2159,3
2160,3
2161,5
2162,6
2163,5
2164,1
2165,5
2166,5
2167,2
2168,1
2169,2
2170,6
2171,1
2172,6
2173,4
2174,2
2175,4
2176,4
2177,4
2178,6
2179,5
2180,6
2181,3
2182,5
2183,2
2184,3
2185,4
2186,1
2187,3
2188,2
2189,2
2190,1
2191,5
2192,1
2193,5
2194,5
2195,6
2196,3
2197,3
2198,5
2199,3
2200,2
2201,5
2202,2
2203,1
2204,5
2205,6
2206,3
2207,6
2208,4
2209,2
2210,2
2211,4
2212,5
2213,3
2214,2
2215,5
2216,3
2217,6
2218,2
2219,5
2220,4
2221,2
2222,2
2223,2
2224,1
2225,4
2226,4
2227,5
2228,3
2229,6
2230,3
2231,4
2232,5
2233,1
2234,6
2235,3
2236,1
2237,4
2238,1
2239,6
2240,6
2241,6
2242,2
2243,5
2244,5
2245,6
2246,3
2247,5
2248,1
2249,5
2250,5
2251,3
2252,4
2253,1
2254,5
2255,6
2256,1
2257,6
2258,4
2259,3
2260,2
2261,2
2262,3
2263,3
2264,3
2265,2
2266,2
2267,3
2268,1
2269,4
2270,5
2271,5
2272,4
2273,3
2274,1
2275,2
2276,4
2277,5
2278,3
2279,2
2280,6
2281,3
2282,2
2283,1
2284,6
2285,5
2286,1
2287,4
2288,6
2289,3
2290,5
2291,3
2292,2
2293,4
2294,4
2295,5
2296,6
2297,1
2298,6
2299,1
2300,1
2301,4
2302,6
2303,1
2304,5
2305,2
2306,1
2307,2
2308,1
2309,5
2310,5
2311,3
2312,4
2313,6
2314,6
2315,4
2316,5
2317,6
2318,1
2319,1
2320,4
2321,2
2322,4
2323,6
2324,5
2325,6
2326,6
2327,6
2328,1
2329,1
2330,2
2331,4
2332,5
2333,6
2334,4
2335,4
2336,4
2337,6
2338,5
2339,2
2340,2
2341,1
2342,3
2343,6
2344,4
2345,1
2346,1
2347,3
2348,3
2349,5
2350,1
2351,5
2352,2
2353,1
2354,6
2355,4
2356,5
2357,2
2358,1
2359,3
2360,2
2361,6
2362,3
2363,3
2364,4
2365,4
2366,6
2367,5
2368,6
2369,5
2370,2
2371,2
2372,6
2373,6
2374,5
2375,6
2376,3
2377,3
2378,6
2379,5
2380,2
2381,2
2382,3
2383,6
2384,6
2385,4
2386,1
2387,3
2388,1
2389,6
2390,4
2391,6
2392,3
2393,5
2394,1
2395,6
2396,1
2397,5
2398,1
2399,2
2400,5
2401,3
2402,5
2403,4
2404,4
2405,3
2406,1
2407,3
2408,6
2409,5
2410,5
2411,6
2412,6
2413,6
2414,3
2415,5
2416,2
2417,3
2418,2
2419,6
2420,4
2421,2
2422,2
2423,4
2424,4
2425,2
2426,6
2427,5
2428,5
2429,6
2430,6
2431,6
2432,4
2433,4
2434,2
2435,3
2436,3
2437,3
2438,3
2439,4
2440,1
2441,5
2442,5
2443,2
2444,1
2445,3
2446,2
2447,6
2448,2
2449,6
2450,6
2451,6
2452,6
2453,4
2454,3
2455,2
2456,6
2457,3
2458,1
2459,3
2460,1
2461,6
2462,5
2463,3
2464,4
2465,4
2466,6
2467,6
2468,2
2469,3
2470,5
2471,6
2472,2
2473,6
2474,2
2475,2
2476,3
2477,4
2478,6
2479,1
2480,4
2481,1
2482,1
2483,4
2484,2
2485,5
2486,2
2487,1
2488,4
2489,6
2490,1
2491,3
2492,4
2493,2
2494,4
2495,3
2496,4
2497,3
2498,3
2499,6
2500,4
2501,2
2502,1
2503,1
2504,6
2505,5
2506,6
2507,1
2508,4
2509,1
2510,1
2511,1
2512,4
2513,3
2514,6
2515,5
2516,3
2517,4
2518,2
2519,6
2520,4
2521,1
2522,2
2523,5
2524,4
2525,2
2526,2
2527,2
2528,6
2529,6
2530,5
2531,6
2532,2
2533,6
2534,1
2535,3
2536,2
2537,3
2538,3
2539,6
2540,2
2541,2
2542,4
2543,5
2544,2
2545,5
2546,6
2547,1
2548,5
2549,4
2550,6
2551,1
2552,2
2553,3
2554,6
2555,3
2556,5
2557,1
2558,2
2559,3
2560,3
2561,2
2562,5
2563,3
2564,1
2565,2
2566,1
2567,5
2568,4
2569,1
2570,3
2571,5
2572,2
2573,1
2574,2
2575,5
2576,3
2577,1
2578,6
2579,3
2580,5
2581,6
2582,5
2583,6
2584,6
2585,1
2586,1
2587,3
2588,6
2589,4
2590,6
2591,3
2592,1
2593,4
2594,2
2595,3
2596,1
2597,4
2598,1
2599,6
2600,1
2601,2
2602,6
2603,2
2604,1
2605,2
2606,3
2607,6
2608,6
2609,2
2610,1
2611,1
2612,4
2613,4
2614,4
2615,6
2616,6
2617,6
2618,4
2619,1
2620,1
2621,1
2622,2
2623,6
2624,1
2625,6
2626,3
2627,1
2628,1
2629,4
2630,3
2631,4
2632,4
2633,2
2634,2
2635,5
2636,4
2637,5
2638,6
2639,1
2640,1
2641,3
2642,3
2643,3
2644,1
2645,6
2646,5
2647,3
2648,1
2649,6
2650,4
2651,1
2652,6
2653,6
2654,2
2655,4
2656,6
2657,1
2658,3
2659,2
2660,1
2661,2
2662,5
2663,6
2664,2
2665,3
2666,5
2667,5
2668,2
2669,5
2670,2
2671,4
2672,3
2673,6
2674,5
2675,3
2676,2
2677,4
2678,4
2679,5
2680,5
2681,1
2682,1
2683,6
2684,5
2685,3
2686,4
2687,3
2688,2
2689,2
2690,6
2691,2
2692,3
2693,1
2694,5
2695,1
2696,4
2697,1
2698,6
2699,3
2700,3
2701,2
2702,1
2703,5
2704,3
2705,2
2706,3
2707,1
2708,2
2709,1
2710,3
2711,3
2712,4
2713,5
2714,1
2715,3
2716,2
2717,5
2718,4
2719,1
2720,6
2721,5
2722,6
2723,3
2724,1
2725,2
2726,5
2727,3
2728,6
2729,1
2730,3
2731,6
2732,6
2733,5
2734,6
2735,5
2736,2
2737,4
2738,5
2739,3
2740,6
2741,1
2742,1
2743,2
2744,4
2745,5
2746,2
2747,6
2748,1
2749,1
2750,6
2751,4
2752,2
2753,1
2754,2
2755,6
2756,3
2757,4
2758,4
2759,4
2760,6
2761,5
2762,2
2763,4
2764,3
2765,3
2766,2
2767,6
2768,2
2769,3
2770,5
2771,6
2772,1
2773,2
2774,4
2775,3
2776,2
2777,6
2778,2
2779,6
2780,5
2781,6
2782,4
2783,1
2784,3
2785,6
2786,4
2787,1
2788,5
2789,4
2790,4
2791,5
2792,1
2793,1
2794,2
2795,4
2796,5
2797,3
2798,2
2799,5
2800,3
2801,1
2802,6
2803,3
2804,4
2805,4
2806,1
2807,5
2808,2
2809,5
2810,4
2811,3
2812,1
2813,2
2814,4
2815,2
2816,5
2817,3
2818,5
2819,4
2820,6
2821,5
2822,1
2823,3
2824,3
2825,3
2826,2
2827,2
2828,2
2829,3
2830,5
2831,5
2832,3
2833,1
2834,6
2835,4
2836,2
2837,6
2838,4
2839,5
2840,5
2841,5
2842,1
2843,5
2844,3
2845,3
2846,2
2847,5
2848,3
2849,2
2850,6
2851,1
2852,2
2853,6
2854,5
2855,2
2856,1
2857,5
2858,3
2859,6
2860,6
2861,1
2862,5
2863,4
2864,1
2865,6
2866,1
2867,4
2868,3
2869,6
2870,4
2871,3
2872,1
2873,2
2874,2
2875,4
2876,6
2877,3
2878,6
2879,6
2880,1
2881,1
2882,2
2883,2
2884,3
2885,2
2886,4
2887,4
2888,3
2889,5
2890,1
2891,6
2892,4
2893,1
2894,5
2895,4
2896,4
2897,1
2898,4
2899,4
2900,3
2901,6
2902,4
2903,3
2904,3
2905,6
2906,2
2907,4
2908,4
2909,6
2910,2
2911,6
2912,2
2913,2
2914,1
2915,5
2916,4
2917,6
2918,2
2919,6
2920,2
2921,6
2922,4
2923,3
2924,3
2925,5
2926,2
2927,2
2928,4
2929,3
2930,3
2931,2
2932,3
2933,2
2934,4
2935,1
2936,6
2937,4
2938,6
2939,2
2940,3
2941,2
2942,3
2943,6
2944,5
2945,2
2946,6
2947,4
2948,4
2949,6
2950,1
2951,2
2952,1
2953,2
2954,5
2955,2
2956,6
2957,1
2958,3
2959,6
2960,4
2961,2
2962,1
2963,1
2964,2
2965,3
2966,2
2967,2
2968,1
2969,2
2970,1
2971,3
2972,5
2973,3
2974,5
2975,2
2976,5
2977,5
2978,1
2979,1
2980,5
2981,6
2982,5
2983,2
2984,4
2985,4
2986,2
2987,3
2988,2
2989,4
2990,5
2991,5
2992,5
2993,5
2994,6
2995,1
2996,5
2997,2
2998,2
